pokemonID,name,text,type
ex14-93,Hard Rock,"As long as Groudon ex has 1 Energy or less attached to it, damage done to any of your Groudon ex in play by attacks is reduced by 20 (after applying Weakness and Resistance). You can't use more than 1 Hard Rock Poké-Body each turn.",Poké-Body,ex14-93
ex14-94,Star Light,"As long as your opponent has any Pokémon-ex or Stage 2 Evolved Pokémon in play, Jirachi ex pays Colorless less Energy to use Shield Beam or Super Psy Bolt.",Poké-Body,ex14-94
ex14-95,Flotation,"As long as Kyogre ex has 1 Energy or less attached to it, the Retreat Cost for each of your Kyogre ex is 0.",Poké-Body,ex14-95
ex14-96,Extra Liquid,Each player's Pokémon-ex can't use any Poké-Powers and pays Colorless more Energy to use its attacks. Each Pokémon can't be affected by more than 1 Extra Liquid Poké-Body.,Poké-Body,ex14-96
ex14-97,Dark Eyes,"After your opponent's Pokémon uses a Poké-Power, put 2 damage counters on that Pokémon.",Poké-Body,ex14-97
ex14-98,Energy Recycle,"Once during your turn (before your attack), you may search your discard pile for 3 Energy cards and attach them to your Pokémon in any way you like. If you do, your turn ends. This power can't be used if Swampert ex is affected by a Special Condition.",Poké-Power,ex14-98
ex14-100,Time Travel,"If Celebi Star would be Knocked Out by damage from an opponent's attack, you may flip a coin. If heads, Celebi Star is not Knocked Out, discard all cards attached to Celebi Star, and put Celebi Star on the bottom of your deck.",Poké-Power,ex14-100
ex15-1,Holon Veil,"Treat each Basic Pokémon and Evolution card in your deck, in your discard pile, in your hand, and in play as a Pokémon that has δ on its card.",Poké-Body,ex15-1
ex15-2,Battle Aura,Each of your Pokémon that has δ on its card does 10 more damage to the Defending Pokémon (before applying Weakness and Resistance).,Poké-Body,ex15-2
ex15-3,Shining Horn,"As long as Heracross is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.",Poké-Body,ex15-3
ex15-4,Evolutionary Call,"Once during your turn, when you play Meganium from your hand to evolve 1 of your Pokémon, you may search your deck for up to 3 in any combination of Basic Pokémon or Evolution cards. Show them to your opponent and put them into your hand. Shuffle your deck afterward.",Poké-Power,ex15-4
ex15-5,Sharing,"Once during your turn (before your attack), you may look at your opponent's hand. You may use the effect of a Supporter card you find there as the effect of this power. (The Supporter card remains in your opponent's hand.) You can't use more than 1 Sharing Poké-Power each turn. This power can't be used if Milotic is affected by a Special Condition.",Poké-Power,ex15-5
ex15-7,Invitation,"Once during your turn (before your attack), you may search your deck for a Basic Pokémon or Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Nidoqueen is affected by a Special Condition.",Poké-Power,ex15-7
ex15-8,Volunteer,"Once during your turn (before your attack), you may remove 4 damage counters from Ninetales and discard Ninetales from Vulpix. If you do, search your deck for Ninetales or Ninetales ex and put it onto Vulpix (this counts as evolving Vulpix). Shuffle your deck afterward.",Poké-Power,ex15-8
ex15-9,Armor,"If your opponent has 5 of more cards in his or her hand, any damage done to Pinsir by attacks is reduced by 30 (after applying Weakness and Resistance).",Poké-Body,ex15-9
ex15-10,Bedhead,"As long as Snorlax remains Asleep between turns, put 2 damage counters on 1 of the Defending Pokémon.",Poké-Body,ex15-10
ex15-10,Dozing,"Once during your turn (before your attack), if Snorlax is your Active Pokémon, you may remove 2 damage counters from Snorlax and Snorlax is now Asleep. This power can't be used if Snorlax is affected by a Special Condition.",Poké-Power,ex15-10
ex15-12,Shady Move,"Once during your turn (before your attack), if Typhlosion is your Active Pokémon, you may move 1 damage counter from either player's Pokémon to another Pokémon (yours or your opponent's). This power can't be used if Typhlosion is affected by a Special Condition.",Poké-Power,ex15-12
ex15-14,Solid Shell,"Prevent all effects of attacks, including damage, done by your opponent's Pokémon to each of your Benched Pokémon that has δ on its card.",Poké-Body,ex15-14
ex15-15,Delta Protection,Any damage done to Dewgong by attacks from your opponent's Pokémon that has δ on its card is reduced by 40 (after applying Weakness and Resistance).,Poké-Body,ex15-15
ex15-17,Stages of Evolution,"As long as Jynx is an Evolved Pokémon, you pay Colorless less to retreat your Fire and Psychic Pokémon.",Poké-Body,ex15-17
ex15-18,Prowl,"Once during your turn, when you play Ledian from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",Poké-Power,ex15-18
ex15-20,Power Circulation,"Once during your turn (before your attack), you may search your discard pile for a basic Energy card, show it to your opponent, and put it on top of your deck. If you do, put 1 damage counter on Mantine. This power can't be used if Mantine is affected by a Special Condition.",Poké-Power,ex15-20
ex15-21,Dig Up,"Once during your turn, when you play Quagsire from your hand to evolve 1 of your Pokémon, you may search your discard pile for up to 2 Pokémon Tool cards, show them to your opponent, and put them into your hand.",Poké-Power,ex15-21
ex15-23,Tropical Heal,"Once during your turn, when you put Tropius from your hand onto your Bench, you may remove all Special Conditions, Imprison markers, and Shock-wave markers from your Pokémon.",Poké-Power,ex15-23
ex15-24,Psychic Wing,"If Vibrava has any Psychic Energy attached to it, the Retreat Cost for Vibrava is 0.",Poké-Body,ex15-24
ex15-25,Extra Feather,Each of your Stage 2 Pokémon-ex does 10 more damage to the Defending Pokémon (before applying Weakness and Resistance).,Poké-Body,ex15-25
ex15-29,Power of Evolution,"Once during your turn (before your attack), if Electabuzz is an Evolved Pokémon, you may draw a card from the bottom of your deck. This power can't be used if Electabuzz is affected by a Special Condition.",Poké-Power,ex15-29
ex15-40,Extra Wing,The Retreat Cost for each of your Stage 2 Pokémon-ex is 0.,Poké-Body,ex15-40
ex15-48,Baby Evolution,"Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.",Poké-Power,ex15-48
ex15-64,Baby Evolution,"Once during your turn (before your attack), you may put Jynx from your hand onto Smoochum (this counts as evolving Smoochum) and remove all damage counters from Smoochum.",Poké-Power,ex15-64
ex15-90,Extra Boost,"Once during your turn (before your attack), you may attach a basic Energy card from your hand to 1 of your Stage 2 Pokémon-ex. This power can't be used if Altaria ex is affected by a Special Condition.",Poké-Power,ex15-90
ex15-92,Sand Damage,"As long as Flygon ex is your Active Pokémon, put 1 damage counter on each of your opponent's Benched Basic Pokémon between turns. You can't use more than 1 Sand Damage Poké-Body between turns.",Poké-Body,ex15-92
ex15-93,Imprison,"Once during your turn (before your attack), if Gardevoir ex is your Active Pokémon, you may put an Imprison marker on 1 of your opponent's Pokémon. Any Pokémon that has any Imprison markers on it can't use any Poké-Powers or Poké-Bodies. This power can't be used if Gardevoir ex is affected by a Special Condition.",Poké-Power,ex15-93
ex15-94,Extra Smoke,Any damage done to your Stage 2 Pokémon-ex by your opponent's attacks is reduced by 10 (before applying Weakness and Resistance).,Poké-Body,ex15-94
ex15-95,Fellow Boost,"Once during your turn (before your attack), you may attach a basic Energy card from your hand to your Latias, Latias ex, Latios, or Latios ex. If you do, your turn ends. This power can't be used if Latias ex is affected by a Special Condition.",Poké-Power,ex15-95
ex15-96,Link Wing,"The Retreat Cost for each of your Latias, Latias ex, Latios, and Latios ex is 0.",Poké-Body,ex15-96
ex15-97,Rage Aura,"If you have more Prize cards left than your opponent, ignore all Colorless Energy necessary to use Rayquaza ex's Special Circuit and Sky-high Claws attacks.",Poké-Body,ex15-97
ex15-98,Type Shift,"Once during your turn (before your attack), you may use this power. Salamence ex's type is Fire until the end of your turn.",Poké-Power,ex15-98
ex16-1,Terraforming,"Once during your turn (before your attack), you may look at the top 5 cards from your deck and put them back on top of your deck in any order. This power can't be used if Aggron is affected by a Special Condition.",Poké-Power,ex16-1
ex16-2,Synergy Effect,"If Drake's Stadium is in play, remove 1 damage counter from Altaria between turns.",Poké-Body,ex16-2
ex16-5,Firestarter,"Once during your turn (before your attack), you may attach a Fire Energy card from your discard pile to 1 of your Benched Pokémon. This power can't be used if Blaziken is affected by a Special Condition.",Poké-Power,ex16-5
ex16-7,Evolutionary Call,"Once during your turn, when you play Cradily from your hand to evolve 1 of your Pokémon, you may search your deck for up to 3 in any combination of Basic Pokémon or Evolution cards. Show them to your opponent and put them into your hand. Shuffle your deck afterward.",Poké-Power,ex16-7
ex16-8,Energy Draw,"Once during your turn (before your attack), you may discard 1 Energy card from your hand. Then draw up to 3 cards from your deck. This power can't be used if Delcatty is affected by a Special Condition.",Poké-Power,ex16-8
ex16-9,Psy Shadow,"Once during your turn (before your attack), you may search your deck for a Psychic Energy card and attach it to 1 of your Pokémon. Put 2 damage counters on that Pokémon. Shuffle your deck afterward. This power can't be used if Gardevoir is affected by a Special Condition.",Poké-Power,ex16-9
ex16-10,Primal Stare,"As long as Kabutops is your Active Pokémon, your opponent can't play any Basic Pokémon or Evolution cards from his or her hand to evolve his or her Active Pokémon.",Poké-Body,ex16-10
ex16-11,Overzealous,"If your opponent has any Pokémon-ex in play, each of Machamp's attacks does 30 more damage to the Defending Pokémon.",Poké-Body,ex16-11
ex16-13,Lazy,"As long as Slaking is your Active Pokémon, your opponent's Pokémon can't use any Poké-Powers.",Poké-Body,ex16-13
ex16-15,Energy Grounding,"Once during your opponent's turn, when any of your Pokémon is Knocked Out by your opponent's attacks, you may use this power. Choose a basic Energy card discarded from the Knocked Out Pokémon and attach it to Lanturn. You can't use more than 1 Energy Grounding Poké-Power each turn.",Poké-Power,ex16-15
ex16-16,Magnetic Field,"Once during your turn (before your attack), if you have basic Energy cards in your discard pile, you may discard any 1 card from your hand. Then search for up to 2 basic Energy cards from your discard pile, show them to your opponent, and put them into your hand. You can't return the card you first discarded to your hand in this way. This power can't be used if Magneton is affected by a Special Condition.",Poké-Power,ex16-16
ex16-19,Safeguard,"Prevent all effects of attacks, including damage, done to Ninetales by your opponent's Pokémon-ex.",Poké-Body,ex16-19
ex16-21,Baby Evolution,"Once during your turn (before your attack), you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu.",Poké-Power,ex16-21
