id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
pgo-53,Ditto,[132],,70,Colorless,,,Fighting,×2,Sudden Transformation,"This Pokémon can use the attacks of any Basic Pokémon in your discard pile, except for Pokémon with a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes). (You still need the necessary Energy to use each attack.)",Ability
pgo-54,Eevee,[133],,60,Colorless,,,Fighting,×2,,,
pgo-55,Snorlax,[143],,150,Colorless,,,Fighting,×2,Block,"As long as this Pokémon is in the Active Spot, your opponent's Active Pokémon can't retreat.",Ability
pgo-56,Aipom,[190],,60,Colorless,,,Fighting,×2,,,
pgo-57,Ambipom,[424],,90,Colorless,,Aipom,Fighting,×2,Primate Dexterity,"If any damage is done to this Pokémon by attacks, flip a coin. If heads, prevent that damage.",Ability
pgo-58,Slaking V,[289],,230,Colorless,,,Fighting,×2,Kinda Lazy,"If you have exactly 2, 4, or 6 Prize cards remaining, this Pokémon can't attack.",Ability
pgo-59,Bidoof,[399],,70,Colorless,,,Fighting,×2,,,
pgo-60,Bibarel,[400],,110,Colorless,,Bidoof,Fighting,×2,Reassuring Dam,"As long as this Pokémon is on your Bench, cards in your deck can't be discarded by effects of your opponent's attacks, Abilities, Item cards, or Supporter cards.",Ability
pgo-61,Pidove,[519],,60,Colorless,,,Lightning,×2,,,
pgo-62,Tranquill,[520],,80,Colorless,,Pidove,Lightning,×2,,,
pgo-63,Unfezant,[521],,140,Colorless,,Tranquill,Lightning,×2,,,
pgo-71,Alolan Exeggutor V,[103],,240,Grass,,,Fire,×2,,,
pgo-72,Mewtwo V,[150],,220,Psychic,,,Darkness,×2,,,
pgo-73,Conkeldurr V,[534],,230,Fighting,,,Psychic,×2,,,
pgo-74,Conkeldurr V,[534],,230,Fighting,,,Psychic,×2,,,
pgo-75,Melmetal V,[809],,220,Metal,,,Fire,×2,,,
pgo-76,Dragonite V,[149],,230,Dragon,,,,,,,
pgo-77,Slaking V,[289],,230,Colorless,,,Fighting,×2,Kinda Lazy,"If you have exactly 2, 4, or 6 Prize cards remaining, this Pokémon can't attack.",Ability
pgo-79,Mewtwo VSTAR,[150],,280,Psychic,,Mewtwo V,Darkness,×2,,,
pgo-80,Melmetal VMAX,[809],,330,Metal,,Melmetal V,Fire,×2,,,
pgo-81,Dragonite VSTAR,[149],,280,Dragon,,Dragonite V,,,,,
pgo-86,Mewtwo VSTAR,[150],,280,Psychic,,Mewtwo V,Darkness,×2,,,
pl1-1,Ampharos,[181],57,130,Lightning,,Flaaffy,Fighting,+30,Damage Bind,Each Pokémon that has any damage counters on it (both yours and your opponent's) can't use any Poké-Powers.,Poké-Body
pl1-2,Blastoise,[9],60,130,Water,,Wartortle,Lightning,+30,Dig Well,"Once during your turn (before your attack), you may look at the top 3 cards of your deck, choose as many Water Energy cards as you like, and attach them to your Pokémon in any way you like. Discard the other cards. This power can't be used if Blastoise is affected by a Special Condition.",Poké-Power
pl1-3,Blaziken,[257],59,130,Fire,,Combusken,Water,+30,Fire Breath,"Once during your turn (before your attack), you may choose 1 of the Defending Pokémon. That Pokémon is now Burned. This power can't be used if Blaziken is affected by a Special Condition.",Poké-Power
pl1-4,Delcatty,[301],53,90,Colorless,,Skitty,Fighting,+20,Power Circulation,"Once during your turn (before your attack), you may search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put those cards on top of your deck in any order. If you do, put 2 damage counters on Delcatty. This power can't be used if Delcatty is affected by a Special Condition.",Poké-Power
pl1-5,Dialga,[483],72,100,Metal,,,Fire,×2,Reverse Time,"Once during your turn, when you put Dialga from your hand onto your Bench, you may search your discard pile for up to 3 in any combination of Pokémon (excluding Pokémon LV.X) and basic Energy cards. Show them to your opponent and put them on top of your deck in any order.",Poké-Power
pl1-6,Dialga,[483],70,100,Metal,,,Fire,+20,Time Aura,"As long as Dialga is your Active Pokémon, your opponent can't play any Pokémon from his or her hand to evolve his or her Active Pokémon.",Poké-Body
pl1-7,Dialga G,[483],79,100,Metal,,,Fire,×2,,,
pl1-8,Gardevoir,[282],61,120,Psychic,,Kirlia,Psychic,+30,Psychic Connect,"As often as you like during your turn (before your attack), you may move a Psychic Energy attached to 1 of your Benched Pokémon to your Active Pokémon. This power can't be used if Gardevoir is affected by a Special Condition.",Poké-Power
pl1-9,Giratina,[487],55,100,Psychic,,,Darkness,×2,Let Loose,"Once during your turn, when you put Giratina from your hand onto your Bench, you may use this power. Each player shuffles his or her hand into his or her deck and draws up to 4 cards. (You draw your cards first.)",Poké-Power
pl1-10,Giratina,[487],63,100,Psychic,,,Darkness,×2,,,
pl1-11,Manectric,[310],45,90,Lightning,,Electrike,Fighting,+20,Electric Barrier,Prevent all damage done to your Benched Pokémon (excluding any Manectric) by attacks.,Poké-Body
pl1-12,Palkia G,[484],78,100,Water,,,Lightning,×2,,,
pl1-13,Rampardos,[409],54,130,Fighting,,Cranidos,Grass,+30,Iron Skull,"Rampardos's attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",Poké-Body
pl1-14,Shaymin,[492],42,70,Grass,,,Fire,+20,,,
pl1-15,Shaymin,[492],56,80,Grass,,,Fire,+20,,,
pl1-16,Slaking,[289],62,150,Colorless,,Vigoroth,Fighting,+30,Lazy Paunch,"If Slaking used any attacks during your last turn, Slaking can't attack.",Poké-Body
pl1-17,Weavile G,[461],48,80,Darkness,,,Fighting,×2,,,
pl1-18,Altaria,[334],48,90,Colorless,,Swablu,Lightning,+20,,,
pl1-19,Banette,[354],48,90,Psychic,,Shuppet,Darkness,+20,Temper Tantrum,"Once during your turn (before your attack), you may discard as many cards as you like from your hand. If you do, put that many damage counters on Banette. This power can't be used if Banette is affected by a Special Condition.",Poké-Power
pl1-20,Bastiodon,[411],56,130,Metal,,Shieldon,Fire,+30,Metal Trait,"As long as Bastiodon has a Pokémon Tool attached to it, remove 1 damage counter from Bastiodon between turns.",Poké-Body
pl1-21,Beautifly,[267],37,120,Grass,,Silcoon,Lightning,+30,,,
pl1-22,Blissey,[242],40,120,Colorless,,Chansey,Fighting,+30,Nurse Call,"Once during your turn (before your attack), you may discard a card from your hand. If you do, remove 2 damage counters from 1 of your Pokémon. You can't use more than 1 Nurse Call Poké-Power each turn. This power can't be used if Blissey is affected by a Special Condition.",Poké-Power
pl1-23,Dialga,[483],73,100,Metal,,,Fire,+30,,,
pl1-24,Dugtrio,[51],50,90,Fighting,,Diglett,Water,+20,Sinkhole,"If your opponent's Active Pokémon retreats, put 2 damage counters on that Pokémon.",Poké-Body
pl1-25,Dustox,[269],42,130,Psychic,,Cascoon,Fire,+30,Camouflage Pattern,"Prevent all effects of attacks, including damage, done to Dustox by your opponent's Pokémon that is affected by 2 or more Special Conditions.",Poké-Body
pl1-26,Empoleon,[395],47,130,Water,,Prinplup,Lightning,+30,,,
pl1-27,Giratina,[487],59,100,Psychic,,,Darkness,×2,,,
pl1-28,Giratina,[487],70,110,Psychic,,,Darkness,+30,,,
pl1-29,Golduck,[55],47,90,Water,,Psyduck,Lightning,+20,,,
pl1-30,Gyarados G,[130],46,110,Water,,,Lightning,×2,,,
pl1-31,Infernape,[392],44,110,Fire,,Monferno,Water,+30,,,
pl1-32,Kricketune,[402],46,90,Grass,,Kricketot,Fire,+20,,,
pl1-33,Lickilicky,[463],52,120,Colorless,,Lickitung,Fighting,+20,,,
pl1-34,Ludicolo,[272],52,120,Grass,,Lombre,Lightning,+30,Cheerful Voice,"Once during your turn (before your attack), you may use this power. If you do, your turn ends. During your next turn, each of Ludicolo's attacks does 60 more damage to the Defending Pokémon (before applying Weakness and Resistance). This power can't be used if Ludicolo is affected by a Special Condition.",Poké-Power
pl1-35,Luvdisc,[370],33,70,Water,,,Lightning,+10,,,
pl1-36,Ninetales,[38],43,90,Fire,,Vulpix,Water,+20,,,
pl1-37,Palkia,[484],72,100,Water,,,Lightning,+30,,,
pl1-38,Shaymin,[492],44,80,Grass,,,Fire,+20,,,
pl1-39,Torterra,[389],48,140,Grass,,Grotle,Fire,+30,,,
pl1-40,Toxicroak G,[454],40,90,Psychic,,,Psychic,×2,Anticipation,"Prevent all effects of attacks, excluding damage, done to Toxicroak G.",Poké-Body
pl1-41,Bronzong G,[437],58,90,Metal,,,Psychic,×2,Galactic Switch,"Once during your turn (before your attack), you may move an Energy card attached to 1 of your Pokémon SP to another of your Pokémon. Then, put 2 damage counters on Bronzong G. This power can't be used if Bronzong G is affected by a Special Condition.",Poké-Power
pl1-42,Cacturne,[332],44,90,Grass,,Cacnea,Fire,+20,,,
pl1-43,Carnivine,[455],38,80,Grass,,,Fire,+20,,,
pl1-44,Cascoon,[268],10,80,Grass,,Wurmple,Fire,+20,,,
pl1-45,Combusken,[256],27,80,Fire,,Torchic,Water,+20,,,
pl1-46,Cranidos,[408],27,80,Fighting,,Skull Fossil,Grass,+20,,,
pl1-47,Crobat G,[169],44,80,Psychic,,,Lightning,×2,Flash Bite,"Once during your turn, when you put Crobat G from your hand onto your Bench, you may put 1 damage counter on 1 of your opponent's Pokémon.",Poké-Power
pl1-48,Flaaffy,[180],22,80,Lightning,,Flaaffy,Fighting,+20,,,
pl1-49,Grotle,[388],26,90,Grass,,Turtwig,Fire,+20,,,
pl1-50,Houndoom G,[229],45,90,Fire,,,Fighting,×2,,,
pl1-51,Kirlia,[281],24,80,Psychic,,Ralts,Psychic,+20,,,
pl1-52,Lombre,[271],30,80,Grass,,Lotad,Lightning,+20,,,
pl1-53,Lucario,[448],42,90,Metal,,Riolu,Fire,+20,,,
pl1-54,Mightyena,[262],47,90,Darkness,,Poochyena,Fighting,+20,Cold Feet,"If Mightyena is affected by a Special Condition, ignore all Energy necessary to use Mightyena's attacks.",Poké-Body
pl1-55,Mismagius,[429],40,90,Psychic,,Misdreavus,Darkness,+20,,,
pl1-56,Monferno,[391],27,80,Fire,,Chimchar,Water,+20,,,
pl1-57,Muk,[89],49,100,Psychic,,Grimer,Psychic,+20,Sludge Cell,"If Muk remains affected by any Special Conditions between turns, remove 2 damage counters from Muk.",Poké-Body
pl1-58,Octillery,[224],40,90,Water,,Remoraid,Lightning,+20,,,
pl1-59,Prinplup,[394],25,80,Water,,Piplup,Lightning,+20,,,
pl1-60,Probopass,[476],49,90,Fighting,,Nosepass,Water,+20,,,
pl1-61,Seviper,[336],30,80,Psychic,,,Psychic,+20,,,
pl1-62,Shieldon,[410],21,80,Metal,,Armor Fossil,Fire,+20,,,
pl1-63,Silcoon,[266],10,80,Grass,,Wurmple,Fire,+20,,,
pl1-64,Vigoroth,[288],28,80,Colorless,,Slakoth,Fighting,+20,,,
pl1-65,Wartortle,[8],25,80,Water,,Squirtle,Lightning,+20,,,
pl1-66,Zangoose,[335],29,80,Colorless,,,Fighting,+20,Thick Skin,Zangoose can't be affected by any Special Conditions.,Poké-Body
pl1-67,Cacnea,[331],16,50,Grass,,,Fire,+10,,,
pl1-68,Carnivine,[455],39,80,Grass,,,Fire,+20,,,
pl1-69,Chansey,[113],26,90,Colorless,,,Fighting,+20,,,
pl1-70,Chimchar,[390],10,50,Fire,,,Water,+10,,,
pl1-71,Combee,[415],19,60,Grass,,,Lightning,+10,,,
pl1-72,Diglett,[50],13,50,Fighting,,,Water,+10,,,
pl1-73,Dunsparce,[206],17,60,Colorless,,,Fighting,+10,,,
pl1-74,Electrike,[309],10,50,Lightning,,,Fighting,+10,,,
pl1-75,Grimer,[88],23,60,Psychic,,,Psychic,+10,,,
pl1-76,Happiny,[440],5,60,Colorless,,,Fighting,+10,Baby Evolution,"Once during your turn (before your attack), you may put Chansey from your hand onto Happiny (this counts as evolving Happiny) and remove all damage counters from Happiny.",Poké-Power
pl1-77,Honchkrow G,[430],47,80,Darkness,,,Lightning,×2,,,
pl1-78,Kricketot,[401],6,60,Grass,,,Fire,+10,,,
pl1-79,Lapras,[131],41,80,Water,,,Metal,+20,,,
pl1-80,Lickitung,[108],30,90,Colorless,,,Fighting,+20,,,
pl1-81,Lotad,[270],11,50,Grass,,,Lightning,+10,,,
pl1-82,Mareep,[179],13,60,Lightning,,,Fighting,+10,,,
pl1-83,Misdreavus,[200],12,50,Psychic,,,Darkness,+10,,,
pl1-84,Nosepass,[299],10,60,Fighting,,,Water,+10,,,
pl1-85,Piplup,[393],12,60,Water,,,Lightning,+10,,,
pl1-86,Poochyena,[261],12,50,Darkness,,,Fighting,+10,,,
pl1-87,Psyduck,[54],19,60,Water,,,Lightning,+10,,,
pl1-88,Purugly G,[432],40,90,Colorless,,,Fighting,×2,,,
pl1-89,Ralts,[280],16,60,Psychic,,,Psychic,+10,,,
pl1-90,Remoraid,[223],18,60,Water,,,Lightning,+10,,,
pl1-91,Riolu,[447],15,60,Fighting,,,Psychic,+10,,,
pl1-92,Shuppet,[353],17,50,Psychic,,,Darkness,+10,,,
pl1-93,Skitty,[300],20,60,Colorless,,,Fighting,+10,,,
pl1-94,Skuntank G,[435],46,80,Psychic,,,Fighting,×2,Poison Structure,"Once during your turn (before your attack), if you have a Stadium card in play, you may use this power. Each Active Pokémon (both yours and your opponent's) (excluding Pokémon SP) is now Poisoned. This power can't be used if Skuntank is affected by a Special Condition.",Poké-Power
pl1-95,Slakoth,[287],11,50,Colorless,,,Fighting,+10,,,
pl1-96,Squirtle,[7],16,60,Water,,,Lightning,+10,,,
pl1-97,Swablu,[333],11,40,Colorless,,,Lightning,+10,,,
pl1-98,Tauros,[128],23,70,Colorless,,,Fighting,+10,,,
pl1-99,Torchic,[255],12,60,Fire,,,Water,+10,,,
pl1-100,Torkoal,[324],28,80,Fire,,,Water,+20,,,
pl1-101,Turtwig,[387],14,60,Grass,,,Fire,+10,,,
pl1-102,Vulpix,[37],12,50,Fire,,,Water,+10,,,
pl1-103,Wurmple,[265],5,50,Grass,,,Fire,+10,,,
pl1-122,Dialga G LV.X,[483],X,120,Metal,,Dialga G,Fire,×2,Time Crystal,Each Pokémon (both yours and your opponent's) (excluding Pokémon SP) can't use any Poké-Bodies.,Poké-Body
pl1-123,Drapion LV.X,[452],X,130,Darkness,,Drapion,Psychic,×2,Tri-Poison,"Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. Put 3 damage counters instead of 1 on that Pokémon between turns. This power can't be used if Drapion is affected by a Special Condition.",Poké-Power
pl1-124,Giratina LV.X,[487],X,130,Psychic,,Giratina,Darkness,×2,Invisible Tentacles,"Whenever your opponent's Pokémon tries to attack, your opponent discards 1 card from his or her hand. (If your opponent can't discard 1 card, your opponent's Pokémon can't attack.) You can't use more than 1 Invisible Tentacles Poké-Body each turn.",Poké-Body
pl1-125,Palkia G LV.X,[484],X,120,Water,,Palkia G,Lightning,×2,Lost Cyclone,"Once during your turn (before your attack), you may use this power. Any player who has 4 or more Benched Pokémon chooses 3 of his or her Benched Pokémon. Put the other Benched Pokémon and all cards attached to them in the Lost Zone. (You choose your Pokémon first.) This power can't be used it Palkia G is affected by a Special Condition.",Poké-Power
pl1-126,Shaymin LV.X,[492],X,100,Grass,,Shaymin,Fire,×2,Thankfulness,Each of your Grass Pokémon (excluding any Shaymin) gets +40 HP. You can't use more than 1 Thankfulness Poké-Body each turn.,Poké-Body
pl1-127,Shaymin LV.X,[492],X,110,Grass,,Shaymin,Fire,×2,Revenge Seed,"If any of your Grass Pokémon were Knocked Out by damage from an opponent's attack during his or her last turn, each of Shaymin's attacks does 60 more damage to the Active Pokémon (before applying Weakness and Resistance).",Poké-Body
pl1-128,Electabuzz,[125],35,70,Lightning,,,Fighting,×2,,,
pl1-129,Hitmonchan,[107],33,70,Fighting,,,Psychic,×2,,,
pl1-130,Scyther,[123],25,70,Grass,,,Fire,×2,,,
pl1-SH4,Lotad,[270],14,50,Grass,,,Lightning,+10,Swift Swim,"If Lotad has any Water Energy attached to it, Lotad's Retreat Cost is 0.",Poké-Body
pl1-SH5,Swablu,[333],16,50,Colorless,,,Lightning,+10,,,
pl1-SH6,Vulpix,[37],20,60,Fire,,,Water,+10,,,
pl2-1,Arcanine,[59],53,100,Fire,,Growlithe,Water,+20,Flare Condition,"As long as Arcanine has any Fire Energy attached to it, Arcanine has no Weakness.",Poké-Body
pl2-2,Bastiodon GL,[411],41,90,Metal,,,Fire,×2,,,
pl2-3,Darkrai G,[491],58,90,Darkness,,,Fighting,×2,Eerie Aura,Put 1 damage counter on each of your opponent's Pokémon that remains Asleep between turns.,Poké-Body
pl2-4,Floatzel GL,[419],37,80,Water,,,Lightning,×2,,,
pl2-5,Flygon,[330],65,120,Colorless,,Vibrava,Colorless,+30,Rainbow Float,"If any basic Energy card attached to Flygon is the same type as any of your Pokémon, the Retreat Cost for those Pokémon is 0.",Poké-Body
pl2-6,Froslass GL,[478],44,70,Water,,,Metal,×2,,,
pl2-7,Jirachi,[385],39,60,Metal,,,Fire,+20,Final Wish,"Once during your opponent's turn, if Jirachi would be Knocked Out by damage from an attack, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",Poké-Power
pl2-8,Lucario GL,[448],32,80,Fighting,,,Psychic,×2,Boundary Aura,Apply Weakness for each Pokémon (both yours and your opponent's) as ×2 instead.,Poké-Body
pl2-9,Luxray GL,[405],48,80,Lightning,,,Fighting,×2,,,
pl2-10,Mismagius GL,[429],26,80,Psychic,,,Darkness,×2,,,
pl2-11,Rampardos GL,[409],63,90,Fighting,,,Grass,×2,,,
pl2-12,Roserade GL,[407],22,80,Grass,,,Fire,×2,,,
pl2-13,Shiftry,[275],55,130,Darkness,,Nuzleaf,Fire,+30,Unlucky Wind,"As long as Shiftry is your Active Pokémon, whenever your opponent flips a coin during his or her turn, treat it as tails.",Poké-Body
pl2-14,Aggron,[306],53,130,Metal,,Lairon,Fire,+30,,,
pl2-15,Beedrill,[15],47,110,Grass,,Kakuna,Fire,+30,Flutter Wings,"Once during your turn (before your attack), you may search your deck for a Grass Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Beedrill is affected by a Special Condition.",Poké-Power
pl2-16,Bronzong E4,[437],54,90,Psychic,,,Psychic,×2,,,
pl2-17,Drapion E4,[452],53,100,Darkness,,,Fighting,×2,,,
pl2-18,Espeon E4,[196],55,80,Psychic,,,Psychic,×2,,,
pl2-19,Flareon,[136],38,80,Fire,,Eevee,Water,+20,Undevelop,"Once during your turn (before your attack), you may devolve Flareon and put Flareon into your hand. This power can't be used if Flareon is affected by a Special Condition.",Poké-Power
pl2-20,Gallade E4,[475],59,80,Psychic,,,Psychic,×2,,,
pl2-21,Gastrodon East Sea,[423],40,90,Water,,Shellos East Sea,Grass,+30,Sticky Hold,"If Gastrodon East Sea is switched or retreats to your Bench, move as many Energy cards attached to Gastrodon East Sea as you like to the new Active Pokémon.",Poké-Body
pl2-22,Gastrodon West Sea,[423],50,110,Fighting,,Shellos West Sea,Grass,+30,,,
pl2-23,Golem E4,[76],52,110,Fighting,,,Grass,×2,,,
pl2-24,Heracross E4,[214],51,90,Grass,,,Fire,×2,,,
pl2-25,Hippowdon,[450],48,110,Fighting,,Hippopotas,Water,+20,Sand Cover,"As long as Hippowdon is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon LV.X between turns.",Poké-Body
pl2-26,Jolteon,[135],43,80,Lightning,,Eevee,Fighting,+20,Undevelop,"Once during your turn (before your attack), you may devolve Jolteon and put Jolteon into your hand. This power can't be used if Jolteon is affected by a Special Condition.",Poké-Power
pl2-27,Mamoswine GL,[473],61,100,Water,,,Metal,×2,Icy Aura,"As long as Mamoswine GL is your Active Pokémon, put 1 damage counter on each Active Pokémon (excluding Water Pokémon) (both yours and your opponent's) between turns.",Poké-Body
pl2-28,Mr. Mime E4,[122],53,70,Psychic,,,Psychic,×2,,,
pl2-29,Nidoking,[34],59,130,Fighting,,Nidorino,Water,+30,Territoriality,"If your Active Pokémon is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon. You can't put more than 2 damage counters in this way.",Poké-Body
pl2-30,Nidoqueen,[31],54,120,Psychic,,Nidorina,Psychic,+30,Maternal Comfort,"At any times between turns, remove 1 damage counter from each of your Pokémon. You can't use more than 1 Maternal Comfort Poké-Body between turns.",Poké-Body
