id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
sm12-264,Great Catcher,"You can play this card only if you discard 2 other cards from your hand., Switch 1 of your opponent''s Benched Pokémon-GX or Pokémon-EX with their Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-264','You can play this card only if you discard 2 other cards from your hand., Switch 1 of your opponent''s Benched Pokémon-GX or Pokémon-EX with their Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-265,Island Challenge Amulet,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Pokémon-GX or Pokémon-EX this card is attached to gets -100 HP, and when it is Knocked Out by damage from an opponent''s attack, that player takes 1 fewer Prize card., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-265','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Pokémon-GX or Pokémon-EX this card is attached to gets -100 HP, and when it is Knocked Out by damage from an opponent''s attack, that player takes 1 fewer Prize card., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-266,Lana''s Fishing Rod,"Shuffle a Pokémon and a Pokémon Tool card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-266','Shuffle a Pokémon and a Pokémon Tool card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-267,Lillie''s Poké Doll,"Play this card as if it were a 30-HP Colorless Basic Pokémon. At any time during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard all cards from it and put it on the bottom of your deck., This card can''t retreat. If this card is Knocked Out, your opponent can''t take any Prize cards for it., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-267','Play this card as if it were a 30-HP Colorless Basic Pokémon. At any time during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard all cards from it and put it on the bottom of your deck., This card can''t retreat. If this card is Knocked Out, your opponent can''t take any Prize cards for it., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-268,Martial Arts Dojo,"The attacks of non-Ultra Beast Pokémon that have any basic Fighting Energy attached to them (both yours and your opponent''s) do 10 more damage to the opponent''s Active Pokémon (before applying Weakness and Resistance). If the attacking player has more Prize cards remaining than their opponent, those attacks do 40 more damage instead., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm12-268','The attacks of non-Ultra Beast Pokémon that have any basic Fighting Energy attached to them (both yours and your opponent''s) do 10 more damage to the opponent''s Active Pokémon (before applying Weakness and Resistance). If the attacking player has more Prize cards remaining than their opponent, those attacks do 40 more damage instead., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm12-269,Power Plant,"Pokémon-GX and Pokémon-EX in play (both yours and your opponent''s) have no Abilities., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm12-269','Pokémon-GX and Pokémon-EX in play (both yours and your opponent''s) have no Abilities., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm12-270,Tag Call,"Search your deck for up to 2 TAG TEAM cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-270','Search your deck for up to 2 TAG TEAM cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).');"
sm2-116,Aether Paradise Conservation Area,"Basic Grass and Basic Lightning Pokémon (both yours and your opponent''s) take 30 less damage from the opponent''s attacks (after applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm2-116','Basic Grass and Basic Lightning Pokémon (both yours and your opponent''s) take 30 less damage from the opponent''s attacks (after applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm2-117,Altar of the Moone,"The Retreat Cost of each Pokémon (both yours and your opponent''s) that has any Psychic or Darkness Energy attached to it is ColorlessColorless less., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm2-117','The Retreat Cost of each Pokémon (both yours and your opponent''s) that has any Psychic or Darkness Energy attached to it is ColorlessColorless less., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm2-118,Altar of the Sunne,"Fire Pokémon and Metal Pokémon (both yours and your opponent''s) have no Weakness., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm2-118','Fire Pokémon and Metal Pokémon (both yours and your opponent''s) have no Weakness., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
