id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
sm9-167,Incineroar-GX,[727],,250,Darkness,,Torracat,Fighting,×2
sm9-168,Cobalion-GX,[638],,170,Metal,,,Fire,×2
sm9-169,Latias & Latios-GX,"[380, 381]",,250,Dragon,,,Fairy,×2
sm9-170,Latias & Latios-GX,"[380, 381]",,250,Dragon,,,Fairy,×2
sm9-171,Eevee & Snorlax-GX,"[133, 143]",,270,Colorless,,,Fighting,×2
sm9-182,Celebi & Venusaur-GX,"[3, 251]",,270,Grass,,,Fire,×2
sm9-183,Magikarp & Wailord-GX,"[129, 321]",,300,Water,,,Grass,×2
sm9-184,Pikachu & Zekrom-GX,"[25, 644]",,240,Lightning,,,Fighting,×2
sm9-185,Ampharos-GX,[181],,240,Lightning,,Flaaffy,Fighting,×2
sm9-186,Gengar & Mimikyu-GX,"[94, 778]",,240,Psychic,,,Darkness,×2
sm9-187,Hoopa-GX,[720],,190,Darkness,,,Fighting,×2
sm9-188,Incineroar-GX,[727],,250,Darkness,,Torracat,Fighting,×2
sm9-189,Cobalion-GX,[638],,170,Metal,,,Fire,×2
sm9-190,Latias & Latios-GX,"[380, 381]",,250,Dragon,,,Fairy,×2
sm9-191,Eevee & Snorlax-GX,"[133, 143]",,270,Colorless,,,Fighting,×2
sma-SV1,Scyther,[123],,70,Grass,,,Fire,×2
sma-SV2,Rowlet,[722],,60,Grass,,,Fire,×2
sma-SV3,Dartrix,[723],,80,Grass,,Rowlet,Fire,×2
sma-SV4,Wimpod,[767],,70,Grass,,,Fire,×2
sma-SV5,Pheromosa,[795],,110,Grass,,,Fire,×2
sma-SV6,Charmander,[4],,70,Fire,,,Water,×2
sma-SV7,Charmeleon,[5],,80,Fire,,Charmander,Water,×2
sma-SV8,Alolan Vulpix,[37],,60,Water,,,Metal,×2
sma-SV9,Wooper,[194],,70,Water,,,Grass,×2
sma-SV10,Quagsire,[195],,120,Water,,Wooper,Grass,×2
sma-SV11,Froakie,[656],,50,Water,,,Grass,×2
sma-SV12,Frogadier,[657],,80,Water,,Froakie,Grass,×2
sma-SV13,Voltorb,[100],,50,Lightning,,,Fighting,×2
sma-SV14,Xurkitree,[796],,120,Lightning,,,Fighting,×2
sma-SV15,Seviper,[336],,100,Psychic,,,Psychic,×2
sma-SV16,Shuppet,[353],,60,Psychic,,,Darkness,×2
sma-SV17,Inkay,[686],,60,Psychic,,,Psychic,×2
sma-SV18,Malamar,[687],,90,Psychic,,Inkay,Psychic,×2
sma-SV19,Poipole,[803],,70,Psychic,,,Psychic,×2
sma-SV20,Sudowoodo,[185],,100,Fighting,,,Water,×2
sma-SV21,Riolu,[447],,70,Fighting,,,Psychic,×2
sma-SV22,Lucario,[448],,110,Fighting,,Riolu,Psychic,×2
sma-SV23,Rockruff,[744],,70,Fighting,,,Grass,×2
sma-SV24,Buzzwole,[794],,130,Fighting,,,Psychic,×2
sma-SV25,Zorua,[570],,60,Darkness,,,Fighting,×2
sma-SV26,Guzzlord,[799],,160,Darkness,,,Fighting,×2
sma-SV27,Magnemite,[81],,60,Metal,,,Fire,×2
sma-SV28,Magneton,[82],,90,Metal,,Magnemite,Fire,×2
sma-SV29,Magnezone,[462],,150,Metal,,Magneton,Fire,×2
sma-SV30,Beldum,[374],,60,Metal,,,Fire,×2
sma-SV31,Metang,[375],,90,Metal,,Beldum,Fire,×2
sma-SV32,Celesteela,[797],,140,Metal,,,Lightning,×2
sma-SV33,Kartana,[798],,60,Metal,,,Fire,×2
sma-SV34,Ralts,[280],,60,Fairy,,,Metal,×2
sma-SV35,Kirlia,[281],,80,Fairy,,Ralts,Metal,×2
sma-SV36,Diancie,[719],,90,Fairy,,,Metal,×2
sma-SV37,Altaria,[334],,80,Dragon,,Swablu,Fairy,×2
sma-SV38,Gible,[443],,50,Dragon,,,Fairy,×2
sma-SV39,Gabite,[444],,80,Dragon,,Gible,Fairy,×2
sma-SV40,Garchomp,[445],,150,Dragon,,Gabite,Fairy,×2
sma-SV41,Eevee,[133],,60,Colorless,,,Fighting,×2
sma-SV42,Swablu,[333],,50,Colorless,,,Lightning,×2
sma-SV43,Noibat,[714],,50,Colorless,,,Lightning,×2
sma-SV44,Oranguru,[765],,120,Colorless,,,Fighting,×2
sma-SV45,Type: Null,[772],,110,Colorless,,,Fighting,×2
sma-SV46,Leafeon-GX,[470],,200,Grass,,Eevee,Fire,×2
sma-SV47,Decidueye-GX,[724],,240,Grass,,Dartrix,Fire,×2
sma-SV48,Golisopod-GX,[768],,210,Grass,,Wimpod,Fire,×2
sma-SV49,Charizard-GX,[6],,250,Fire,,Charmeleon,Water,×2
sma-SV50,Ho-Oh-GX,[250],,190,Fire,,,Lightning,×2
sma-SV51,Reshiram-GX,[643],,180,Fire,,,Water,×2
sma-SV52,Turtonator-GX,[776],,190,Fire,,,Water,×2
sma-SV53,Alolan Ninetales-GX,[38],,210,Water,,Alolan Vulpix,Metal,×2
sma-SV54,Articuno-GX,[144],,170,Water,,,Metal,×2
sma-SV55,Glaceon-GX,[471],,200,Water,,Eevee,Metal,×2
sma-SV56,Greninja-GX,[658],,230,Water,,Frogadier,Grass,×2
sma-SV57,Electrode-GX,[101],,190,Lightning,,Voltorb,Fighting,×2
sma-SV58,Xurkitree-GX,[796],,180,Lightning,,,Fighting,×2
sma-SV59,Mewtwo-GX,[150],,190,Psychic,,,Psychic,×2
sma-SV60,Espeon-GX,[196],,200,Psychic,,Eevee,Psychic,×2
sma-SV61,Banette-GX,[354],,190,Psychic,,Shuppet,Darkness,×2
sma-SV62,Nihilego-GX,[793],,180,Psychic,,,Psychic,×2
sma-SV63,Naganadel-GX,[804],,210,Psychic,,Poipole,Psychic,×2
sma-SV64,Lucario-GX,[448],,210,Fighting,,Riolu,Psychic,×2
sma-SV65,Zygarde-GX,[718],,200,Fighting,,,Grass,×2
sma-SV66,Lycanroc-GX,[745],,200,Fighting,,Rockruff,Grass,×2
sma-SV67,Lycanroc-GX,[745],,200,Fighting,,Rockruff,Grass,×2
sma-SV68,Buzzwole-GX,[794],,190,Fighting,,,Psychic,×2
sma-SV69,Umbreon-GX,[197],,200,Darkness,,Eevee,Fighting,×2
sma-SV70,Darkrai-GX,[491],,180,Darkness,,,Fighting,×2
sma-SV71,Guzzlord-GX,[799],,210,Darkness,,,Fighting,×2
sma-SV72,Scizor-GX,[212],,210,Metal,,Scyther,Fire,×2
sma-SV73,Kartana-GX,[798],,170,Metal,,,Fire,×2
sma-SV74,Stakataka-GX,[805],,180,Metal,,,Fire,×2
sma-SV75,Gardevoir-GX,[282],,230,Fairy,,Kirlia,Metal,×2
sma-SV76,Sylveon-GX,[700],,200,Fairy,,Eevee,Metal,×2
sma-SV77,Altaria-GX,[334],,200,Dragon,,Swablu,Fairy,×2
sma-SV78,Noivern-GX,[715],,200,Dragon,,Noibat,Fairy,×2
sma-SV79,Silvally-GX,[773],,210,Colorless,,Type: Null,Fighting,×2
sma-SV80,Drampa-GX,[780],,180,Colorless,,,Fighting,×2
sma-SV91,Tapu Bulu-GX,[787],,180,Grass,,,,
sma-SV92,Tapu Fini-GX,[788],,170,Water,,,,
sma-SV93,Tapu Koko-GX,[785],,170,Lightning,,,,
sma-SV94,Tapu Lele-GX,[786],,170,Psychic,,,,
smp-SM01,Rowlet,[722],,50,Grass,,,Fire,×2
smp-SM02,Litten,[725],,60,Fire,,,Water,×2
smp-SM03,Popplio,[728],,60,Water,,,Grass,×2
smp-SM04,Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM05,Snorlax-GX,[143],,190,Colorless,,,Fighting,×2
smp-SM06,Rockruff,[744],,60,Fighting,,,Grass,×2
smp-SM07,Pikipek,[731],,60,Colorless,,,Lightning,×2
smp-SM08,Litten,[725],,60,Fire,,,Water,×2
smp-SM09,Togedemaru,[777],,70,Lightning,,,Fighting,×2
smp-SM10,Shiinotic,[756],,100,Grass,,Morelull,Fire,×2
smp-SM11,Bruxish,[779],,110,Water,,,Grass,×2
smp-SM12,Passimian,[766],,110,Fighting,,,Psychic,×2
smp-SM13,Oranguru,[765],,120,Colorless,,,Fighting,×2
smp-SM14,Lycanroc-GX,[745],,200,Fighting,,Rockruff,Grass,×2
smp-SM15,Zygarde,[718],,130,Fighting,,,Grass,×2
smp-SM16,Solgaleo-GX,[791],,250,Metal,,Cosmoem,Fire,×2
smp-SM17,Lunala-GX,[792],,250,Psychic,,Cosmoem,Darkness,×2
smp-SM18,Alolan Sandslash,[28],,110,Water,,Alolan Sandshrew,Metal,×2
smp-SM19,Oricorio,[741],,90,Psychic,,,Darkness,×2
smp-SM20,Mudsdale,[750],,140,Fighting,,Mudbray,Grass,×2
smp-SM21,Drampa,[780],,120,Dragon,,,Fairy,×2
smp-SM22,Rowlet,[722],,60,Grass,,,Fire,×2
smp-SM23,Litten,[725],,70,Fire,,,Water,×2
smp-SM24,Popplio,[728],,70,Water,,,Grass,×2
smp-SM25,Lurantis,[754],,100,Grass,,Fomantis,Fire,×2
smp-SM26,Tsareena,[763],,140,Grass,,Steenee,Fire,×2
smp-SM27,Turtonator,[776],,130,Fire,,,Water,×2
smp-SM28,Vikavolt,[738],,150,Lightning,,Charjabug,Fighting,×2
smp-SM29,Mimikyu,[778],,70,Psychic,,,,
smp-SM30,Tapu Koko,[785],,110,Lightning,,,Fighting,×2
smp-SM30a,Tapu Koko,[785],,110,Lightning,,,Fighting,×2
smp-SM31,Tapu Koko,[785],,110,Lightning,,,Fighting,×2
smp-SM32,Tapu Bulu-GX,[787],,180,Grass,,,,
smp-SM33,Tapu Koko-GX,[785],,170,Lightning,,,,
smp-SM34,Bewear-GX,[760],,210,Colorless,,Stufful,Fighting,×2
smp-SM35,Espeon-GX,[196],,200,Psychic,,Eevee,Psychic,×2
smp-SM36,Umbreon-GX,[197],,200,Darkness,,Eevee,Fighting,×2
smp-SM37,Decidueye-GX,[724],,240,Grass,,Dartrix,Fire,×2
smp-SM38,Incineroar-GX,[727],,250,Fire,,Torracat,Water,×2
smp-SM39,Primarina-GX,[730],,250,Water,,Brionne,Grass,×2
smp-SM40,Jangmo-o,[782],,60,Dragon,,,Fairy,×2
smp-SM41,Komala,[775],,80,Colorless,,,Fighting,×2
smp-SM42,Cosmog,[789],,60,Psychic,,,Psychic,×2
smp-SM43,Alolan Meowth,[52],,60,Darkness,,,Fighting,×2
smp-SM44,Togedemaru,[777],,70,Lightning,,,Fighting,×2
smp-SM45,Tapu Lele,[786],,110,Psychic,,,Psychic,×2
smp-SM46,Seviper,[336],,100,Psychic,,,Psychic,×2
smp-SM47,Crabominable,[740],,140,Fighting,,Crabrawler,Psychic,×2
smp-SM48,Zygarde,[718],,150,Dragon,,,Fairy,×2
smp-SM49,Bewear,[760],,120,Colorless,,Stufful,Fighting,×2
smp-SM50,Tapu Koko-GX,[785],,170,Lightning,,,,
smp-SM51,Alolan Meowth,[52],,60,Darkness,,,Fighting,×2
smp-SM52,Golisopod,[768],,130,Grass,,Wimpod,Fire,×2
smp-SM53,Dhelmise,[781],,120,Psychic,,,Darkness,×2
smp-SM54,Lucario,[448],,120,Fighting,,Riolu,Psychic,×2
smp-SM55,Decidueye,[724],,140,Grass,,Dartrix,Fire,×2
smp-SM56,Tsareena-GX,[763],,230,Grass,,Steenee,Fire,×2
smp-SM57,Ho-Oh-GX,[250],,190,Fire,,,Lightning,×2
smp-SM58,Necrozma-GX,[800],,180,Psychic,,,Psychic,×2
smp-SM59,Marshadow-GX,[802],,150,Fighting,,,Psychic,×2
smp-SM60,Charizard-GX,[6],,250,Fire,,Charmeleon,Water,×2
smp-SM61,Tapu Bulu,[787],,130,Grass,,,Fire,×2
smp-SM62,Golisopod-GX,[768],,210,Grass,,Wimpod,Fire,×2
smp-SM63,Salazzle-GX,[758],,200,Fire,,Salandit,Water,×2
smp-SM64,Silvally,[773],,130,Colorless,,Type: Null,Fighting,×2
smp-SM65,Alolan Raichu,[26],,110,Lightning,,Pikachu,Fighting,×2
smp-SM66,Pheromosa-GX,[795],,170,Grass,,,Fire,×2
smp-SM67,Celesteela-GX,[797],,200,Metal,,,Lightning,×2
smp-SM68,Xurkitree-GX,[796],,180,Lightning,,,Fighting,×2
smp-SM69,Buzzwole-GX,[794],,190,Fighting,,,Psychic,×2
smp-SM70,Shining Ho-Oh,[250],,130,Fire,,,Lightning,×2
smp-SM71,Kommo-o-GX,[784],,240,Dragon,,Hakamo-o,Fairy,×2
smp-SM72,Alolan Raichu,[26],,110,Lightning,,Pikachu,Fighting,×2
smp-SM73,Salazzle,[758],,110,Psychic,,Salandit,Psychic,×2
smp-SM74,Regirock,[377],,130,Fighting,,,Grass,×2
smp-SM75,Registeel,[379],,130,Metal,,,Fire,×2
smp-SM76,Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM77,Mewtwo,[150],,120,Psychic,,,Psychic,×2
smp-SM79,Shining Celebi,[251],,70,Grass,,,Fire,×2
smp-SM80,Ho-Oh-GX,[250],,190,Fire,,,Lightning,×2
smp-SM81,Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM82,Shining Lugia,[249],,130,Colorless,,,Lightning,×2
smp-SM83,Zorua,[570],,60,Darkness,,,Fighting,×2
smp-SM84,Zoroark-GX,[571],,210,Darkness,,Zorua,Fighting,×2
smp-SM85,Marshadow,[802],,70,Psychic,,,Darkness,×2
smp-SM86,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM87,Latias,[380],,100,Psychic,,,Psychic,×2
smp-SM88,Latios,[381],,110,Psychic,,,Psychic,×2
smp-SM89,Zoroark,[571],,120,Darkness,,Zorua,Fighting,×2
smp-SM90,Raichu-GX,[26],,210,Lightning,,Pikachu,Fighting,×2
smp-SM91,Silvally-GX,[773],,210,Colorless,,Type: Null,Fighting,×2
smp-SM92,Tapu Fini,[788],,120,Water,,,Grass,×2
smp-SM93,Marshadow,[802],,70,Psychic,,,Darkness,×2
smp-SM94,Wash Rotom,[479],,90,Water,,,Grass,×2
smp-SM95,Lucario,[448],,110,Fighting,,Riolu,Psychic,×2
smp-SM96,Heatran,[485],,130,Metal,,,Fire,×2
smp-SM97,Gumshoos,[735],,110,Colorless,,Yungoos,Fighting,×2
smp-SM98,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM99,Mimikyu,[778],,70,Psychic,,,,
smp-SM100,Lucario-GX,[448],,210,Fighting,,Riolu,Psychic,×2
smp-SM101,Dawn Wings Necrozma-GX,[800],,180,Psychic,,,Darkness,×2
smp-SM102,Dusk Mane Necrozma-GX,[800],,190,Metal,,,Fire,×2
smp-SM103,Lunala-GX,[792],,230,Psychic,,Cosmoem,Darkness,×2
smp-SM103a,Lunala-GX,[792],,230,Psychic,,Cosmoem,Darkness,×2
smp-SM104,Solgaleo-GX,[791],,250,Metal,,Cosmoem,Fire,×2
smp-SM104a,Solgaleo-GX,[791],,250,Metal,,Cosmoem,Fire,×2
smp-SM105,Lycanroc,[745],,120,Fighting,,Rockruff,Grass,×2
smp-SM106,Dawn Wings Necrozma,[800],,130,Psychic,,,Darkness,×2
smp-SM107,Dusk Mane Necrozma,[800],,130,Metal,,,Fire,×2
smp-SM108,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM109,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM110,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM111,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM112,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM113,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM114,Ash's Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM115,Pheromosa,[795],,110,Grass,,,Fire,×2
smp-SM116,Xurkitree,[796],,120,Lightning,,,Fighting,×2
smp-SM117,Malamar,[687],,90,Psychic,,Inkay,Psychic,×2
smp-SM118,Lycanroc,[745],,120,Fighting,,Rockruff,Grass,×2
smp-SM119,Exeggcute,[102],,50,Grass,,,Fire,×2
smp-SM120,Rockruff,[744],,50,Fighting,,,Grass,×2
smp-SM121,Raikou-GX,[243],,170,Lightning,,,Fighting,×2
smp-SM122,Zygarde-GX,[718],,180,Fighting,,,Grass,×2
smp-SM123,Dawn Wings Necrozma,[800],,130,Psychic,,,Darkness,×2
smp-SM124,Dusk Mane Necrozma,[800],,130,Metal,,,Fire,×2
smp-SM125,Naganadel-GX,[804],,210,Psychic,,Poipole,Psychic,×2
smp-SM126,Ultra Necrozma-GX,[800],,190,Dragon,,,Fairy,×2
smp-SM127,Alolan Sandslash,[28],,120,Metal,,Alolan Sandshrew,Fire,×2
smp-SM128,Alolan Ninetales,[38],,110,Fairy,,Vulpix,Metal,×2
smp-SM129,Kyogre,[382],,130,Water,,,Grass,×2
smp-SM130,Manectric,[310],,110,Lightning,,Electrike,Fighting,×2
smp-SM131,Celesteela,[797],,140,Metal,,,Lightning,×2
smp-SM132,Delcatty,[301],,90,Colorless,,Skitty,Fighting,×2
smp-SM133,Thundurus-GX,[642],,180,Lightning,,,Fighting,×2
smp-SM134,Tornadus-GX,[641],,180,Colorless,,,Lightning,×2
smp-SM135,Latias,[380],,110,Dragon,,,Fairy,×2
smp-SM136,Latios,[381],,120,Dragon,,,Fairy,×2
smp-SM137,Reshiram-GX,[643],,180,Fire,,,Water,×2
smp-SM138,Zekrom-GX,[644],,180,Lightning,,,Fighting,×2
smp-SM139,Salamence-GX,[373],,250,Dragon,,Shelgon,Fairy,×2
smp-SM140,Salamence,[373],,150,Dragon,,Shelgon,Fairy,×2
smp-SM141,White Kyurem-GX,[646],,190,Dragon,,,Fairy,×2
smp-SM142,Kyurem,[646],,130,Dragon,,,Fairy,×2
smp-SM143,Moltres,[146],,120,Fire,,,Lightning,×2
smp-SM144,Articuno,[144],,120,Water,,,Lightning,×2
smp-SM145,Zapdos,[145],,120,Lightning,,,Lightning,×2
smp-SM146,Leafeon-GX,[470],,200,Grass,,Eevee,Fire,×2
smp-SM147,Glaceon-GX,[471],,200,Water,,Eevee,Metal,×2
smp-SM149,Suicune,[245],,110,Water,,,Grass,×2
smp-SM150,Raikou,[243],,120,Lightning,,,Fighting,×2
smp-SM151,Giratina,[487],,130,Psychic,,,Darkness,×2
smp-SM152,Tapu Lele,[786],,110,Fairy,,,Metal,×2
smp-SM153,Rowlet,[722],,60,Grass,,,Fire,×2
smp-SM154,Salandit,[757],,60,Fire,,,Water,×2
smp-SM155,Kingdra-GX,[230],,230,Water,,Seadra,Grass,×2
smp-SM156,Dragonite-GX,[149],,250,Dragon,,Dragonair,Fairy,×2
smp-SM157,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM158,Charizard,[6],,150,Fire,,Charmeleon,Water,×2
smp-SM159,Zapdos,[145],,110,Lightning,,,Lightning,×2
smp-SM160,Nidoqueen,[31],,160,Psychic,,Nidorina,Psychic,×2
smp-SM161,Jirachi,[385],,70,Metal,,,Fire,×2
smp-SM162,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM163,Mimikyu,[778],,70,Fairy,,,,
smp-SM164,Deoxys,[386],,110,Psychic,,,Psychic,×2
smp-SM165,Ultra Necrozma,[800],,130,Dragon,,,Fairy,×2
smp-SM166,Magikarp & Wailord-GX,"[129, 321]",,300,Water,,,Grass,×2
smp-SM167,Celebi & Venusaur-GX,"[3, 251]",,270,Grass,,,Fire,×2
smp-SM168,Pikachu & Zekrom-GX,"[25, 644]",,240,Lightning,,,Fighting,×2
smp-SM169,Eevee & Snorlax-GX,"[133, 143]",,270,Colorless,,,Fighting,×2
smp-SM170,Detective Pikachu,[25],,90,Lightning,,,Fighting,×2
smp-SM171,Flareon-GX,[136],,210,Fire,,Eevee,Water,×2
smp-SM172,Vaporeon-GX,[134],,210,Water,,Eevee,Grass,×2
smp-SM173,Jolteon-GX,[135],,200,Lightning,,Eevee,Fighting,×2
smp-SM174,Eevee-GX,[133],,160,Colorless,,,Fighting,×2
smp-SM175,Eevee-GX,[133],,160,Colorless,,,Fighting,×2
smp-SM176,Eevee-GX,[133],,160,Colorless,,,Fighting,×2
smp-SM177,Meltan,[808],,60,Metal,,,Fire,×2
smp-SM178,Melmetal-GX,[809],,220,Metal,,Meltan,Fire,×2
smp-SM179,Volcanion,[721],,120,Fire,,,Water,×2
smp-SM180,Stakataka,[805],,120,Fighting,,,Grass,×2
smp-SM181,Melmetal,[809],,150,Metal,,Meltan,Fire,×2
smp-SM182,Persian,[53],,100,Colorless,,Meowth,Fighting,×2
smp-SM183,Pikachu,[25],,70,Lightning,,,Fighting,×2
smp-SM184,Eevee,[133],,50,Colorless,,,Fighting,×2
smp-SM185,Typhlosion,[157],,150,Fire,,Quilava,Water,×2
smp-SM186,Flareon,[136],,110,Fire,,Eevee,Water,×2
smp-SM187,Alolan Marowak-GX,[105],,200,Fire,,Cubone,Water,×2
smp-SM188,Kangaskhan-GX,[115],,180,Colorless,,,Fighting,×2
smp-SM189,Blastoise-GX,[9],,240,Water,,Wartortle,Grass,×2
smp-SM190,Detective Pikachu,[25],,90,Lightning,,,Fighting,×2
smp-SM191,Mewtwo & Mew-GX,"[150, 151]",,270,Psychic,,,Psychic,×2
smp-SM192,Lucario & Melmetal-GX,"[448, 809]",,260,Metal,,,Fire,×2
smp-SM193,Garchomp & Giratina-GX,"[445, 487]",,270,Dragon,,,Fairy,×2
smp-SM194,Detective Pikachu,[25],,90,Lightning,,,Fighting,×2
smp-SM195,Charizard-GX,[6],,250,Fire,,Charmeleon,Water,×2
smp-SM196,Mewtwo-GX,[150],,190,Psychic,,,Psychic,×2
smp-SM197,Greninja-GX,[658],,230,Water,,Frogadier,Grass,×2
smp-SM198,Bulbasaur,[1],,70,Grass,,,Fire,×2
smp-SM199,Psyduck,[54],,70,Water,,,Grass,×2
smp-SM200,Snubbull,[209],,60,Fairy,,,Metal,×2
smp-SM201,Reshiram & Charizard-GX,"[6, 643]",,270,Fire,,,Water,×2
smp-SM202,Amoonguss,[591],,100,Grass,,Foongus,Fire,×2
smp-SM203,Tapu Fini,[788],,120,Water,,,Grass,×2
smp-SM204,Necrozma,[800],,130,Psychic,,,Psychic,×2
smp-SM205,Terrakion,[639],,140,Fighting,,,Grass,×2
smp-SM206,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM207,Sudowoodo,[185],,110,Fighting,,,Water,×2
smp-SM208,Vikavolt,[738],,150,Lightning,,Charjabug,Fighting,×2
smp-SM209,Stakataka,[805],,120,Fighting,,,Grass,×2
smp-SM210,Moltres & Zapdos & Articuno-GX,"[144, 145, 146]",,300,Colorless,,,Lightning,×2
smp-SM211,Charizard-GX,[6],,250,Fire,,Charmeleon,Water,×2
smp-SM212,Gyarados-GX,[130],,230,Water,,Magikarp,Lightning,×2
smp-SM213,Raichu-GX,[26],,210,Lightning,,Pikachu,Fighting,×2
smp-SM214,Mewtwo,[150],,120,Psychic,,,Psychic,×2
smp-SM215,Mew,[151],,60,Psychic,,,Psychic,×2
smp-SM216,Porygon-Z-GX,[474],,240,Colorless,,Porygon2,Fighting,×2
smp-SM217,Trevenant & Dusknoir-GX,"[477, 709]",,270,Psychic,,,Darkness,×2
smp-SM218,Buzzwole,[794],,130,Grass,,,Fire,×2
smp-SM219,Entei,[244],,130,Fire,,,Water,×2
smp-SM220,Phione,[489],,70,Water,,,Grass,×2
smp-SM221,Blacephalon,[806],,110,Psychic,,,Darkness,×2
smp-SM222,Mismagius,[429],,110,Psychic,,Misdreavus,Darkness,×2
smp-SM223,Terrakion,[639],,140,Fighting,,,Grass,×2
smp-SM224,Celebi,[251],,70,Psychic,,,Psychic,×2
smp-SM225,Victini,[494],,70,Fire,,,Water,×2
smp-SM226,Charizard,[6],,150,Fire,,Charmeleon,Water,×2
smp-SM227,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM228,Armored Mewtwo,[150],,120,Psychic,,,Psychic,×2
smp-SM229,Venusaur & Snivy-GX,"[3, 495]",,270,Grass,,,Fire,×2
smp-SM230,Charizard & Braixen-GX,"[6, 654]",,270,Fire,,,Water,×2
smp-SM232,Pikachu-GX,[25],,160,Lightning,,,Fighting,×2
smp-SM233,Eevee-GX,[133],,160,Colorless,,,Fighting,×2
smp-SM234,Pikachu,[25],,60,Lightning,,,Fighting,×2
smp-SM235,Eevee,[133],,60,Colorless,,,Fighting,×2
smp-SM236,Alolan Sandslash-GX,[28],,200,Water,,Alolan Sandshrew,Metal,×2
smp-SM237,Leafeon,[470],,110,Grass,,Eevee,Fire,×2
smp-SM238,Glaceon,[471],,110,Water,,Eevee,Metal,×2
smp-SM239,Carracosta-GX,[565],,250,Fighting,,Tirtouga,Grass,×2
smp-SM240,Espeon & Deoxys-GX,"[196, 386]",,260,Psychic,,,Psychic,×2
smp-SM241,Umbreon & Darkrai-GX,"[197, 491]",,270,Darkness,,,Fighting,×2
smp-SM242,Eevee-GX,[133],,160,Colorless,,,Fighting,×2
smp-SM243,Regigigas,[486],,150,Colorless,,,Fighting,×2
smp-SM244,Aipom,[190],,60,Colorless,,,Fighting,×2
smp-SM245,Mismagius,[429],,90,Psychic,,Misdreavus,Darkness,×2
smp-SM247,Reshiram & Charizard-GX,"[6, 643]",,270,Fire,,,Water,×2
smp-SM248,Pikachu & Zekrom-GX,"[25, 644]",,240,Lightning,,,Fighting,×2
sv1-1,Pineco,[204],,60,Grass,,,Fire,×2
sv1-2,Heracross,[214],,120,Grass,,,Fire,×2
sv1-3,Shroomish,[285],,60,Grass,,,Fire,×2
sv1-4,Breloom,[286],,110,Grass,,Shroomish,Fire,×2
sv1-5,Cacnea,[331],,60,Grass,,,Fire,×2
sv1-6,Cacturne,[332],,130,Grass,,Cacnea,Fire,×2
sv1-7,Tropius,[357],,100,Grass,,,Fire,×2
sv1-8,Scatterbug,[664],,30,Grass,,,Fire,×2
sv1-9,Spewpa,[665],,70,Grass,,Scatterbug,Fire,×2
sv1-10,Vivillon,[666],,120,Grass,,Spewpa,Fire,×2
sv1-11,Skiddo,[672],,60,Grass,,,Fire,×2
sv1-12,Gogoat,[673],,130,Grass,,Skiddo,Fire,×2
sv1-13,Sprigatito,[906],,70,Grass,,,Fire,×2
sv1-14,Floragato,[907],,90,Grass,,Sprigatito,Fire,×2
sv1-15,Meowscarada,[908],,160,Grass,,Floragato,Fire,×2
sv1-16,Tarountula,[917],,40,Grass,,,Fire,×2
sv1-17,Tarountula,[917],,40,Grass,,,Fire,×2
sv1-18,Tarountula,[917],,60,Grass,,,Fire,×2
sv1-19,Spidops ex,[918],,260,Grass,,Tarountula,Fire,×2
sv1-20,Smoliv,[928],,50,Grass,,,Fire,×2
sv1-21,Smoliv,[928],,60,Grass,,,Fire,×2
sv1-22,Dolliv,[929],,90,Grass,,Smoliv,Fire,×2
sv1-23,Arboliva,[930],,150,Grass,,Dolliv,Fire,×2
sv1-24,Toedscool,[948],,50,Grass,,,Fire,×2
sv1-25,Toedscool,[948],,60,Grass,,,Fire,×2
sv1-26,Toedscruel,[949],,120,Grass,,Toedscool,Fire,×2
sv1-27,Capsakid,[951],,60,Grass,,,Fire,×2
sv1-28,Capsakid,[951],,70,Grass,,,Fire,×2
sv1-29,Scovillain,[952],,110,Grass,,Capsakid,Fire,×2
sv1-30,Growlithe,[58],,70,Fire,,,Water,×2
sv1-31,Growlithe,[58],,90,Fire,,,Water,×2
sv1-32,Arcanine ex,[59],,280,Fire,,Growlithe,Water,×2
sv1-33,Houndour,[228],,70,Fire,,,Water,×2
sv1-34,Houndoom,[229],,120,Fire,,Houndour,Water,×2
sv1-35,Torkoal,[324],,130,Fire,,,Water,×2
sv1-36,Fuecoco,[909],,80,Fire,,,Water,×2
sv1-37,Crocalor,[910],,100,Fire,,Fuecoco,Water,×2
